City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
255,Urumqi,CN,72.55,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
258,Chhindwara,IN,80.37,broken clouds,22.0667,78.9333,STARiHOTELS Chhindwara
261,El Jicaro,GT,74.1,few clouds,14.9167,-89.9,Auto Hotel Refugio de Don Pepe
262,Muravlenko,RU,67.46,few clouds,63.7898,74.523,Hostel Rus Muravlenko
264,Ratnagiri,IN,79.95,light rain,16.9833,73.3,Hotel Landmark
265,Ribeira Grande,PT,67.75,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
266,Fairbanks,US,71.6,haze,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
269,Lokoja,NG,73.45,overcast clouds,7.8024,6.743,Hotel Charvid
273,Soyo,AO,69.89,overcast clouds,-6.1349,12.3689,Hospedaria ndozi'ame
274,Ilheus,BR,69.3,broken clouds,-14.7889,-39.0494,Barravento Hotel
277,Airai,TL,68.0,broken clouds,-8.9266,125.4092,
278,Westport,US,73.9,clear sky,41.1415,-73.3579,The Westport Inn
279,Yarkovo,RU,73.15,broken clouds,57.4028,67.0786,"Kfkh ""Ivanov S. M."""
282,Tagusao,PH,81.25,overcast clouds,9.1924,117.8141,Caycay future beach resort
283,Bubaque,GW,80.31,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
287,Troitsk,RU,70.84,overcast clouds,54.0979,61.5773,Hotel H2O
288,Dukat,RU,70.05,few clouds,62.55,155.55,
289,Caravelas,BR,69.93,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
294,Sioux Lookout,CA,71.67,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
295,Fukue,JP,84.56,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
299,Padang,ID,78.85,broken clouds,-0.9492,100.3543,Mercure Padang
300,Lucea,JM,84.06,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
302,Mao,ES,70.36,clear sky,39.8885,4.2658,ARTIEM Capri
305,Awbari,LY,83.46,few clouds,26.5921,12.7805,فندق أوباري
306,Karacabey,TR,66.58,overcast clouds,40.2152,28.4038,Uludağ Üniversitesi Sadık Yılmaz Öğrenci Yurdu
307,Saint Anthony,US,78.73,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
311,Bonfim,BR,75.63,broken clouds,3.0833,-59.95,
312,Tygda,RU,67.75,light rain,53.1167,126.3333,
313,Kurayoshi,JP,80.51,broken clouds,35.4333,133.8167,Hotel Ark 21
314,Pacific Grove,US,70.56,clear sky,36.6177,-121.9166,Lovers Point Inn
316,Ndele,CF,69.69,overcast clouds,8.4109,20.6473,
317,Kouango,CF,68.72,overcast clouds,4.9934,19.9619,
318,Kikwit,CD,68.67,scattered clouds,-5.041,18.8162,HOTEL PLACE YALABA
321,Terrasini,IT,76.6,clear sky,38.146,13.0844,Florio Park Hotel
323,Magaria,NE,79.93,overcast clouds,12.9983,8.9099,Chez Honorable Chapiou
326,Chlorakas,CY,70.68,clear sky,34.8042,32.4083,Elysium Hotel
327,Victoria Point,AU,68.25,clear sky,-27.5833,153.3,Bay Retreat Motel
330,Troitskoye,RU,70.86,clear sky,52.9821,84.6757,
331,Rosarito,MX,80.67,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
332,Lazaro Cardenas,MX,80.6,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
334,Aitape,PG,84.06,light rain,-3.1374,142.3475,
335,Salinopolis,BR,77.41,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
336,Shu,KZ,78.28,clear sky,43.5983,73.7614,Shyngyzkhan
337,Petropavl,KZ,69.78,clear sky,54.8753,69.1628,Отель GREENWICH
338,Thinadhoo,MV,82.99,broken clouds,0.5333,72.9333,
340,Bontang,ID,83.25,broken clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
341,Paciran,ID,81.9,clear sky,-6.8767,112.3761,Tanjung Kodok Beach Resort
342,Cairns,AU,77.11,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
343,Vysokogornyy,RU,68.23,moderate rain,50.1167,139.15,
345,Pundaguitan,PH,83.89,scattered clouds,6.3711,126.1689,Leonardo Family Beach House 1
346,Yamada,JP,75.45,overcast clouds,39.4667,141.95,Iroha-ya Inn
347,Hambantota,LK,80.94,scattered clouds,6.1241,81.1185,Bungalow 63
348,Chiria,IN,82.2,broken clouds,22.3,85.2667,Sandil Hotel Kachihata
349,Tatawin,TN,70.63,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
350,Shimoda,JP,84.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
353,Kavaratti,IN,81.01,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
355,Lincoln,US,78.15,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
356,Loei,TH,72.77,overcast clouds,17.4167,101.5,Ban Aloi Resort
357,Kerema,PG,82.96,overcast clouds,-7.9631,145.7785,Frena Lodge
358,College,US,71.58,smoke,64.8569,-147.8028,Pike's Waterfront Lodge
359,Sao Felix Do Xingu,BR,72.59,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
360,Narasimharajapura,IN,68.72,light rain,13.6167,75.5167,Sri Lakshmikanth Hotel and Lodging
363,De-Kastri,RU,72.61,scattered clouds,51.4667,140.7833,Somon Hotel
364,Okitipupa,NG,72.37,light rain,6.5047,4.7839,Coastal Hotel & Suites
365,Sabha,LY,80.56,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
366,Iquitos,PE,73.44,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
369,Geraldton,AU,66.61,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
370,Gazojak,TM,83.28,clear sky,41.1875,61.4036,
371,Asyut,EG,80.78,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
372,Nioro,GM,76.75,light rain,13.35,-15.75,
373,Kavieng,PG,84.83,broken clouds,-2.5744,150.7967,Nusa Island Retreat
374,Waycross,US,75.45,overcast clouds,31.2136,-82.354,Super 8 by Wyndham Waycross GA
375,Oistins,BB,82.49,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
376,Luanda,AO,69.8,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
377,Negombo,LK,82.45,light rain,7.2083,79.8358,Hotel Sunset Beach
378,Abu Zabad,SD,75.92,overcast clouds,12.35,29.25,حامد محمد نور
380,Quelimane,MZ,66.15,clear sky,-17.8786,36.8883,Hotel Flamingo
381,Maningrida,AU,81.93,few clouds,-12.0667,134.2667,Dhukurrdji Lodge
384,Tarakan,ID,81.9,broken clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
385,San Salvador,SV,75.43,few clouds,13.6894,-89.1872,Hostal La Portada
386,Seymchan,RU,71.74,clear sky,62.8833,152.4333,
388,Sheregesh,RU,70.3,clear sky,52.9209,87.9869,Akvilon Hotel
389,Osypenko,UA,71.22,scattered clouds,46.9136,36.8253,
391,Nikki,BJ,70.14,overcast clouds,9.9401,3.2108,Monnon
392,Baglung,NP,78.62,broken clouds,28.2719,83.5898,Hotel Peace Palace
395,Umm Kaddadah,SD,80.29,overcast clouds,13.6017,26.6876,
396,Mareeba,AU,72.48,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
397,Obihiro,JP,69.21,overcast clouds,42.9172,143.2044,Tokachi Gardens Hotel
403,San Jose,US,78.08,clear sky,37.3394,-121.895,The Westin San Jose
404,Gondanglegi,ID,82.69,scattered clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
406,Ho Chi Minh City,VN,80.62,light rain,10.75,106.6667,Windsor Plaza Hotel
408,Xuddur,SO,68.29,overcast clouds,4.1213,43.8894,Banjanay Hotel
410,Ocos,GT,81.5,overcast clouds,14.5094,-92.1933,Auto Hotel El Soñador
412,Omboue,GA,69.04,broken clouds,-1.5746,9.2618,Hotel Olako
413,Sur,OM,83.19,light rain,22.5667,59.5289,Sur Plaza Hotel
417,Rolante,BR,70.03,broken clouds,-29.6506,-50.5758,Hotel Tadiotto
418,Buchanan,LR,75.52,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
420,Numan,NG,76.41,overcast clouds,9.4667,12.0333,Zangun Motel
421,Lagoa,PT,67.62,overcast clouds,39.05,-27.9833,Casa Das Faias
423,Katobu,ID,84.7,few clouds,-4.9408,122.5276,La Ode Husein
424,Kabanjahe,ID,73.9,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
425,Atambua,ID,80.35,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
427,Abu Kamal,SY,81.75,clear sky,34.4506,40.9171,البوكمال
429,Buraydah,SA,79.25,scattered clouds,26.326,43.975,Mövenpick Qassim
430,Sosnogorsk,RU,67.53,overcast clouds,63.6023,53.8817,Жемчужина
432,Mandalgovi,MN,70.56,clear sky,45.7625,106.2708,В.Ганбат
433,Monterey,US,78.17,clear sky,36.2505,-121.2516,
435,Boende,CD,72.36,broken clouds,-0.2167,20.8667,
436,Houma,US,84.99,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
437,Pattan,IN,69.15,light rain,34.1667,74.5667,MULTI LINK SERVICES AND STATIONERY
438,Cascais,PT,78.15,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
440,Zhanaozen,KZ,81.05,clear sky,43.3,52.8,K.korabay 28A
442,Odweyne,SO,66.15,moderate rain,9.4092,45.064,Eng Hiirey House
445,Bara,NG,74.25,light rain,10.3744,10.7288,
448,Wanning,CN,84.16,overcast clouds,18.8003,110.3967,Paradise Hotel
449,Vanavara,RU,70.83,broken clouds,60.34,102.2797,
450,Binzhou,CN,81.77,overcast clouds,37.3667,118.0167,Hampton By Hilton Binzhou
451,Redmond,US,75.24,overcast clouds,47.674,-122.1215,Seattle Marriott Redmond
454,Aykhal,RU,67.53,scattered clouds,66.0,111.5,
457,Awjilah,LY,74.12,clear sky,29.1081,21.2869,المنزل
459,Governador Valadares,BR,69.8,overcast clouds,-18.8511,-41.9494,Hotel Panorama
460,Brigantine,US,71.01,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
461,Manggar,ID,84.31,broken clouds,-2.8833,108.2667,Guest Hotel
464,Buala,SB,84.92,few clouds,-8.145,159.5921,Maringe Lagoon Lodge
465,Flin Flon,CA,66.78,few clouds,54.7682,-101.865,Victoria Inn Flin Flon
466,Nusaybin,TR,82.13,clear sky,37.0778,41.2178,Aydinlar Hotel
470,Mayo,US,71.58,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
474,Kirakira,SB,83.73,few clouds,-10.4544,161.9205,SanBiz Lodge
475,Porto Novo,BJ,76.82,light rain,6.4965,2.6036,Tour Eiffel Hotel Benin
478,Astoria,US,65.93,few clouds,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
481,Trebinje,BA,70.14,clear sky,42.7119,18.3442,Hotel Aćimović
482,Ban Nahin,LA,84.18,broken clouds,18.2418,104.2122,
483,Choix,MX,79.39,overcast clouds,26.7092,-108.3219,Hotel Montesclaros
488,Padilla,CO,74.77,overcast clouds,3.2204,-76.3139,La Granadina
490,Kashi,CN,74.41,scattered clouds,39.4547,75.9797,帕米尔青年旅舍
491,Kulhudhuffushi,MV,81.16,light rain,6.6221,73.07,Haajy Guest House 1
493,Ligayan,PH,83.95,light rain,4.6533,119.4706,
497,Bathsheba,BB,83.01,broken clouds,13.2167,-59.5167,Atlantis Hotel
500,Norman Wells,CA,77.04,smoke,65.282,-126.8329,Heritage Hotel
501,Aksu,CN,81.45,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
504,Palmer,US,65.75,clear sky,42.1584,-72.3287,Wedgewood Motel
505,Namatanai,PG,84.72,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
506,Bambous Virieux,MU,68.25,scattered clouds,-20.3428,57.7575,Casa Tia Villa
507,Mundra,IN,83.21,overcast clouds,22.85,69.7333,Hotel Bansidhar Palace
508,Pulandian,CN,74.86,heavy intensity rain,39.3953,121.9669,HR East Hotel
509,San Miguel,SV,83.86,few clouds,13.4833,-88.1833,Excalibur
510,Peniche,PT,68.29,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
511,Novosergiyevka,RU,71.11,few clouds,52.0934,53.6528,Gostinichnyy Kompleks Edem
513,Pittsburg,US,81.91,clear sky,38.028,-121.8847,Hampton Inn & Suites Pittsburg
514,Antsohihy,MG,67.24,clear sky,-14.8796,47.9875,Hotel de Ville
515,San Quintin,MX,67.05,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
516,Atemar,RU,65.95,scattered clouds,54.181,45.4091,Holiday Home on Karnishina
517,Sidi Ali,DZ,69.42,clear sky,36.0998,0.4206,Complexe touristique haje bezine
518,Sao Geraldo Do Araguaia,BR,74.3,clear sky,-6.4006,-48.555,Hotel Por do Sol
519,Ambulu,ID,81.46,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
521,Ucluelet,CA,65.08,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
523,Diamantino,BR,72.39,broken clouds,-14.4086,-56.4461,Hotel Delta
527,Eugene,US,74.95,broken clouds,44.0521,-123.0867,Valley River Inn
529,Galle,LK,80.96,overcast clouds,6.0367,80.217,Amangalla
531,Moroni,KM,73.83,light rain,-11.7022,43.2551,Hotel Les Arcades
532,Belmonte,BR,70.72,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
533,Sergiyevsk,RU,68.85,overcast clouds,53.9413,51.165,Vertikal'
534,Show Low,US,65.14,light rain,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
535,Ilhabela,BR,65.23,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
539,Piney Green,US,84.13,clear sky,34.716,-77.3202,Holiday City Mobile Home Community
540,Merauke,ID,80.29,overcast clouds,-8.4667,140.3333,
542,Los Llanos De Aridane,ES,67.75,clear sky,28.6585,-17.9182,Valle Aridane
544,Maceio,BR,72.84,overcast clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
545,Mananara,MG,68.32,light rain,-16.1667,49.7667,Chez Roger
546,Acari,PE,65.88,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
547,Gouyave,GD,79.57,few clouds,12.1646,-61.7296,Rumboat Retreat
551,Rolla,US,75.27,scattered clouds,37.9514,-91.7713,"Holiday Inn Express & Suites Rolla - Univ of Missouri S&T, an IHG Hotel"
552,Kalanwali,IN,84.43,overcast clouds,29.85,74.95,Taj Palace
554,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
556,North Bend,US,66.92,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
557,Praia Da Vitoria,PT,65.75,broken clouds,38.7333,-27.0667,Hotel Branco I
558,Gizo,SB,83.93,clear sky,-8.103,156.8419,Imagination Island
559,Haines Junction,CA,66.15,broken clouds,60.7522,-137.5108,Parkside Inn
560,Aripuana,BR,74.07,few clouds,-9.1667,-60.6333,
561,Aksarayskiy,RU,80.31,clear sky,46.7924,48.0119,
563,Celestun,MX,79.77,overcast clouds,20.8667,-90.4,Posada Lilia
564,Ribas Do Rio Pardo,BR,68.0,clear sky,-20.4431,-53.7592,Pousada Avenida
566,Baruun-Urt,MN,71.89,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
567,Hailar,CN,76.82,few clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
570,Boueni,YT,75.18,overcast clouds,-12.9025,45.0761,The feet in water
571,Bandarbeyla,SO,79.25,broken clouds,9.4942,50.8122,JABIR HOTEL
573,Masuguru,TZ,65.73,few clouds,-11.3667,38.4167,
575,Jinchang,CN,78.21,broken clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
577,Siverek,TR,74.64,clear sky,37.755,39.3167,Mercan Hotel
578,Karwar,IN,76.98,overcast clouds,14.8,74.1333,Netalco Connects
579,Afikpo,NG,71.58,moderate rain,5.8931,7.9374,P. Noble Hotels and Suite
580,Chiang Klang,TH,79.57,overcast clouds,19.2938,100.8617,Sangthong Resort
