City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Yamada,JP,39.4667,141.95,75.45,80,99,3.91,overcast clouds
347,Hambantota,LK,6.1241,81.1185,80.94,78,40,8.05,scattered clouds
348,Chiria,IN,22.3,85.2667,82.2,72,84,12.44,broken clouds
349,Tatawin,TN,32.9297,10.4518,70.63,76,0,7.43,clear sky
350,Shimoda,JP,34.6667,138.95,84.11,80,100,7.05,overcast clouds
351,Marystown,CA,47.1666,-55.1483,53.85,100,11,1.01,few clouds
352,Clovis,US,36.8252,-119.7029,93.16,26,20,14.97,haze
353,Kavaratti,IN,10.5669,72.642,81.01,80,100,22.57,overcast clouds
354,Upington,ZA,-28.4478,21.2561,55.78,44,0,5.75,clear sky
355,Lincoln,US,40.8,-96.667,78.15,79,0,1.99,clear sky
356,Loei,TH,17.4167,101.5,72.77,92,100,1.03,overcast clouds
357,Kerema,PG,-7.9631,145.7785,82.96,75,100,7.18,overcast clouds
358,College,US,64.8569,-147.8028,71.58,56,100,0.0,smoke
359,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.59,64,33,0.92,scattered clouds
360,Narasimharajapura,IN,13.6167,75.5167,68.72,97,100,7.7,light rain
361,Guiren,CN,33.6697,118.1889,87.33,67,98,10.18,overcast clouds
362,Naze,JP,28.3667,129.4833,85.12,78,3,9.01,clear sky
363,De-Kastri,RU,51.4667,140.7833,72.61,63,45,8.99,scattered clouds
364,Okitipupa,NG,6.5047,4.7839,72.37,99,100,2.21,light rain
365,Sabha,LY,27.0377,14.4283,80.56,44,8,15.5,clear sky
366,Iquitos,PE,-3.7481,-73.2472,73.44,100,75,3.44,broken clouds
367,Vila,PT,42.0304,-8.1588,61.68,47,4,4.38,clear sky
368,Xai-Xai,MZ,-25.0519,33.6442,60.03,90,1,8.23,clear sky
369,Geraldton,AU,-28.7667,114.6,66.61,59,75,10.36,broken clouds
370,Gazojak,TM,41.1875,61.4036,83.28,26,0,13.85,clear sky
371,Asyut,EG,27.181,31.1837,80.78,34,6,5.93,clear sky
372,Nioro,GM,13.35,-15.75,76.75,88,30,5.39,light rain
373,Kavieng,PG,-2.5744,150.7967,84.83,64,83,12.08,broken clouds
374,Waycross,US,31.2136,-82.354,75.45,100,96,6.55,overcast clouds
375,Oistins,BB,13.0667,-59.5333,82.49,83,75,19.57,broken clouds
376,Luanda,AO,-8.8368,13.2343,69.8,83,75,4.61,broken clouds
377,Negombo,LK,7.2083,79.8358,82.45,78,40,8.05,light rain
378,Abu Zabad,SD,12.35,29.25,75.92,74,100,9.19,overcast clouds
379,Yar-Sale,RU,66.8333,70.8333,61.56,63,97,9.93,overcast clouds
380,Quelimane,MZ,-17.8786,36.8883,66.15,94,0,0.0,clear sky
381,Maningrida,AU,-12.0667,134.2667,81.93,38,14,8.97,few clouds
382,Poykovskiy,RU,61.2333,73.3333,62.89,94,40,13.42,thunderstorm with light rain
383,Omaruru,NA,-21.4333,15.9333,44.28,77,0,5.06,clear sky
384,Tarakan,ID,3.3,117.6333,81.9,74,75,3.44,broken clouds
385,San Salvador,SV,13.6894,-89.1872,75.43,93,20,0.98,few clouds
386,Seymchan,RU,62.8833,152.4333,71.74,47,5,4.52,clear sky
387,Winslow,US,35.0242,-110.6974,86.18,26,0,28.77,clear sky
388,Sheregesh,RU,52.9209,87.9869,70.3,48,5,6.69,clear sky
389,Osypenko,UA,46.9136,36.8253,71.22,49,32,2.13,scattered clouds
390,Bilibino,RU,68.0546,166.4372,39.85,92,100,5.23,light rain
391,Nikki,BJ,9.9401,3.2108,70.14,93,86,8.86,overcast clouds
392,Baglung,NP,28.2719,83.5898,78.62,77,82,2.48,broken clouds
393,Kokstad,ZA,-30.5472,29.4241,44.06,37,0,4.94,clear sky
394,Sasaram,IN,24.951,84.0149,92.05,51,6,11.27,clear sky
395,Umm Kaddadah,SD,13.6017,26.6876,80.29,61,91,13.98,overcast clouds
396,Mareeba,AU,-17.0,145.4333,72.48,68,11,2.51,few clouds
397,Obihiro,JP,42.9172,143.2044,69.21,99,100,2.42,overcast clouds
398,Guaruja,BR,-23.9931,-46.2564,64.8,88,51,2.46,broken clouds
399,Rocha,UY,-34.4833,-54.3333,63.99,89,73,18.97,broken clouds
400,San Juan,AR,-31.5375,-68.5364,60.8,12,75,5.21,broken clouds
401,Farmington,US,36.7281,-108.2187,95.68,12,0,10.36,clear sky
402,Hervey Bay,AU,-25.2986,152.8535,62.55,63,60,11.03,broken clouds
403,San Jose,US,37.3394,-121.895,78.08,57,0,12.66,clear sky
404,Gondanglegi,ID,-7.7479,112.0132,82.69,67,37,9.93,scattered clouds
405,Alberton,CA,46.8168,-64.0654,64.31,64,3,14.76,clear sky
406,Ho Chi Minh City,VN,10.75,106.6667,80.62,94,75,8.05,light rain
407,Saint George,US,37.1041,-113.5841,102.79,10,0,11.5,clear sky
408,Xuddur,SO,4.1213,43.8894,68.29,80,98,16.82,overcast clouds
409,Devonport,AU,-41.1667,146.35,52.02,58,72,7.27,broken clouds
410,Ocos,GT,14.5094,-92.1933,81.5,78,97,5.06,overcast clouds
411,Nemuro,JP,43.3236,145.575,58.66,99,100,15.26,light rain
412,Omboue,GA,-1.5746,9.2618,69.04,89,69,6.06,broken clouds
413,Sur,OM,22.5667,59.5289,83.19,80,87,6.15,light rain
414,Nikel,RU,69.4128,30.222,53.78,77,84,5.21,broken clouds
415,Balaipungut,ID,1.05,101.2833,86.09,61,48,4.47,scattered clouds
416,Lukiv,UA,51.0521,25.4006,56.17,88,100,6.35,overcast clouds
417,Rolante,BR,-29.6506,-50.5758,70.03,82,65,4.45,broken clouds
418,Buchanan,LR,5.8808,-10.0467,75.52,83,100,10.47,light rain
419,Oranjemund,NA,-28.55,16.4333,56.8,85,90,17.94,light rain
420,Numan,NG,9.4667,12.0333,76.41,83,100,10.11,overcast clouds
421,Lagoa,PT,39.05,-27.9833,67.62,69,97,8.34,overcast clouds
422,Mount Gambier,AU,-37.8333,140.7667,53.55,63,100,9.26,overcast clouds
423,Katobu,ID,-4.9408,122.5276,84.7,65,21,8.9,few clouds
424,Kabanjahe,ID,3.1001,98.4908,73.9,60,99,4.72,overcast clouds
425,Atambua,ID,-9.1061,124.8925,80.35,62,27,3.0,scattered clouds
426,Elko,US,41.0002,-115.5012,87.82,15,0,11.61,clear sky
427,Abu Kamal,SY,34.4506,40.9171,81.75,35,0,16.26,clear sky
428,Lubango,AO,-14.9172,13.4925,54.75,46,1,2.42,clear sky
429,Buraydah,SA,26.326,43.975,79.25,6,45,7.99,scattered clouds
430,Sosnogorsk,RU,63.6023,53.8817,67.53,49,91,3.06,overcast clouds
431,Letlhakane,BW,-21.4167,25.5833,48.42,67,0,8.55,clear sky
432,Mandalgovi,MN,45.7625,106.2708,70.56,36,4,10.87,clear sky
433,Monterey,US,36.2505,-121.2516,78.17,48,0,9.84,clear sky
434,Tocopilla,CL,-22.092,-70.1979,62.19,73,100,6.44,overcast clouds
435,Boende,CD,-0.2167,20.8667,72.36,82,72,2.42,broken clouds
436,Houma,US,29.5958,-90.7195,84.99,82,0,5.75,clear sky
437,Pattan,IN,34.1667,74.5667,69.15,85,100,1.28,light rain
438,Cascais,PT,38.6979,-9.4215,78.15,74,0,10.25,clear sky
439,Kalmunai,LK,7.4167,81.8167,85.8,56,100,10.38,overcast clouds
440,Zhanaozen,KZ,43.3,52.8,81.05,22,1,10.76,clear sky
441,Swan Hill,AU,-35.3378,143.5544,58.32,48,0,7.43,clear sky
442,Odweyne,SO,9.4092,45.064,66.15,70,100,18.79,moderate rain
443,Cidreira,BR,-30.1811,-50.2056,61.95,94,71,13.56,broken clouds
444,Leningradskiy,RU,69.3833,178.4167,35.83,94,100,7.27,light rain
445,Bara,NG,10.3744,10.7288,74.25,88,100,7.54,light rain
446,Channel-Port Aux Basques,CA,47.5702,-59.1367,55.53,81,6,18.48,clear sky
447,Sobolevo,RU,54.4299,31.8996,57.74,96,100,4.05,light rain
448,Wanning,CN,18.8003,110.3967,84.16,82,93,5.82,overcast clouds
449,Vanavara,RU,60.34,102.2797,70.83,44,78,3.67,broken clouds
450,Binzhou,CN,37.3667,118.0167,81.77,66,98,18.01,overcast clouds
451,Redmond,US,47.674,-122.1215,75.24,64,89,1.99,overcast clouds
452,Valparaiso,CL,-33.0393,-71.6273,53.47,88,100,3.44,overcast clouds
453,Batagay,RU,67.6333,134.6333,64.0,50,100,5.12,overcast clouds
454,Aykhal,RU,66.0,111.5,67.53,41,32,11.68,scattered clouds
455,Soavinandriana,MG,-19.1667,46.7333,46.51,77,7,6.49,clear sky
456,Olafsvik,IS,64.8945,-23.7142,51.01,94,100,17.34,light rain
457,Awjilah,LY,29.1081,21.2869,74.12,64,0,9.84,clear sky
458,Nelspruit,ZA,-25.4745,30.9703,49.05,87,0,3.89,clear sky
459,Governador Valadares,BR,-18.8511,-41.9494,69.8,70,97,6.51,overcast clouds
460,Brigantine,US,39.4101,-74.3646,71.01,91,0,3.44,clear sky
461,Manggar,ID,-2.8833,108.2667,84.31,67,84,10.42,broken clouds
462,Faya,SA,18.3851,42.4509,64.92,35,100,10.13,overcast clouds
463,Lieksa,FI,63.3167,30.0167,56.86,94,93,9.44,overcast clouds
464,Buala,SB,-8.145,159.5921,84.92,67,13,7.07,few clouds
465,Flin Flon,CA,54.7682,-101.865,66.78,78,20,3.42,few clouds
466,Nusaybin,TR,37.0778,41.2178,82.13,38,0,7.49,clear sky
467,Krasnoselkup,RU,65.7,82.4667,59.38,55,22,17.11,few clouds
468,Chapais,CA,49.7834,-74.8492,55.18,58,5,4.38,clear sky
469,Hauge,NO,58.3436,6.2812,51.69,78,19,23.13,few clouds
470,Mayo,US,38.8876,-76.5119,71.58,93,100,4.61,overcast clouds
471,Usinsk,RU,65.9939,57.5281,61.83,65,100,6.69,overcast clouds
472,Codrington,AU,-38.2667,141.9667,56.03,62,36,9.08,scattered clouds
473,Mount Isa,AU,-20.7333,139.5,64.17,27,0,12.66,clear sky
474,Kirakira,SB,-10.4544,161.9205,83.73,73,18,6.89,few clouds
475,Porto Novo,BJ,6.4965,2.6036,76.82,95,100,4.14,light rain
476,Kaniama,CD,-7.5667,24.1833,62.44,47,1,4.56,clear sky
477,Fort Smith,US,35.3859,-94.3986,89.64,58,0,12.66,clear sky
478,Astoria,US,46.1879,-123.8313,65.93,78,20,8.05,few clouds
479,Pljevlja,ME,43.3333,19.3333,52.77,86,100,3.27,overcast clouds
480,Iranshahr,IR,27.2025,60.6848,88.14,62,0,6.91,clear sky
481,Trebinje,BA,42.7119,18.3442,70.14,46,0,26.46,clear sky
482,Ban Nahin,LA,18.2418,104.2122,84.18,81,80,1.03,broken clouds
483,Choix,MX,26.7092,-108.3219,79.39,72,100,5.21,overcast clouds
484,Pevek,RU,69.7008,170.3133,32.05,97,100,17.07,light snow
485,Billings,US,45.7833,-108.5007,92.97,35,20,11.5,few clouds
486,Dudinka,RU,69.4058,86.1778,47.62,55,52,16.15,broken clouds
487,Wuzhou,CN,23.4833,111.3167,89.22,63,19,4.92,few clouds
488,Padilla,CO,3.2204,-76.3139,74.77,87,97,4.38,overcast clouds
489,Inverness,GB,57.4791,-4.224,60.71,83,80,12.66,broken clouds
490,Kashi,CN,39.4547,75.9797,74.41,38,40,2.24,scattered clouds
491,Kulhudhuffushi,MV,6.6221,73.07,81.16,82,100,17.52,light rain
492,Nyurba,RU,63.2842,118.3319,57.49,89,100,2.89,light rain
493,Ligayan,PH,4.6533,119.4706,83.95,74,100,14.94,light rain
494,Hasaki,JP,35.7333,140.8333,90.28,85,100,13.47,overcast clouds
495,Along,IN,28.1667,94.7667,86.95,71,37,1.12,scattered clouds
496,Sept-Iles,CA,50.2001,-66.3821,60.8,62,75,6.91,broken clouds
497,Bathsheba,BB,13.2167,-59.5167,83.01,90,75,19.57,broken clouds
498,Lavrentiya,RU,65.5833,-171.0,50.7,81,100,11.5,overcast clouds
499,Ishigaki,JP,24.3448,124.1572,89.73,70,40,9.22,scattered clouds
500,Norman Wells,CA,65.282,-126.8329,77.04,44,75,6.91,smoke
501,Aksu,CN,41.1231,80.2644,81.45,27,100,2.82,overcast clouds
502,Taltal,CL,-25.4,-70.4833,57.29,78,77,4.23,broken clouds
503,Beringovskiy,RU,63.05,179.3167,48.7,91,100,6.04,moderate rain
504,Palmer,US,42.1584,-72.3287,65.75,76,0,3.44,clear sky
505,Namatanai,PG,-3.6667,152.4333,84.72,65,29,8.03,scattered clouds
506,Bambous Virieux,MU,-20.3428,57.7575,68.25,77,40,13.8,scattered clouds
507,Mundra,IN,22.85,69.7333,83.21,81,100,20.36,overcast clouds
508,Pulandian,CN,39.3953,121.9669,74.86,74,100,8.77,heavy intensity rain
509,San Miguel,SV,13.4833,-88.1833,83.86,79,20,2.3,few clouds
510,Peniche,PT,39.3558,-9.3811,68.29,93,1,7.49,clear sky
511,Novosergiyevka,RU,52.0934,53.6528,71.11,66,12,5.3,few clouds
512,Saint-Francois,FR,46.4154,3.9054,54.68,94,0,4.61,clear sky
513,Pittsburg,US,38.028,-121.8847,81.91,48,0,12.66,clear sky
514,Antsohihy,MG,-14.8796,47.9875,67.24,60,3,9.51,clear sky
515,San Quintin,MX,30.4833,-115.95,67.05,84,5,13.91,clear sky
516,Atemar,RU,54.181,45.4091,65.95,85,49,4.32,scattered clouds
517,Sidi Ali,DZ,36.0998,0.4206,69.42,78,0,1.48,clear sky
518,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.3,55,8,1.03,clear sky
519,Ambulu,ID,-8.345,113.6058,81.46,69,82,3.96,broken clouds
520,Camana,PE,-16.6228,-72.7111,61.3,85,69,7.02,broken clouds
521,Ucluelet,CA,48.9329,-125.5528,65.08,83,96,1.01,overcast clouds
522,Horni Plana,CZ,48.7674,14.0326,54.57,90,100,3.33,overcast clouds
523,Diamantino,BR,-14.4086,-56.4461,72.39,46,74,5.21,broken clouds
524,Goderich,CA,43.7501,-81.7165,59.92,82,0,4.61,clear sky
525,Northam,GB,51.0333,-4.2167,58.6,80,0,6.4,clear sky
526,Seoul,KR,37.5683,126.9778,90.79,64,40,3.44,haze
527,Eugene,US,44.0521,-123.0867,74.95,43,75,11.5,broken clouds
528,Amuntai,ID,-2.4177,115.2494,85.19,68,83,1.16,broken clouds
529,Galle,LK,6.0367,80.217,80.96,82,100,12.88,overcast clouds
530,Nuevo Laredo,MX,27.4763,-99.5164,100.67,27,0,10.36,clear sky
531,Moroni,KM,-11.7022,43.2551,73.83,71,1,10.87,light rain
532,Belmonte,BR,-15.8631,-38.8828,70.72,84,9,6.98,clear sky
533,Sergiyevsk,RU,53.9413,51.165,68.85,81,99,3.15,overcast clouds
534,Show Low,US,34.2542,-110.0298,65.14,78,75,6.91,light rain
535,Ilhabela,BR,-23.7781,-45.3581,65.23,92,39,4.23,scattered clouds
536,Husavik,IS,66.0449,-17.3389,52.65,86,98,6.78,overcast clouds
537,Davila,PH,18.4726,120.5763,87.78,76,100,3.76,overcast clouds
538,Mehamn,NO,71.0357,27.8492,55.31,87,98,3.44,overcast clouds
539,Piney Green,US,34.716,-77.3202,84.13,94,0,4.61,clear sky
540,Merauke,ID,-8.4667,140.3333,80.29,80,85,17.27,overcast clouds
541,Brae,GB,60.3964,-1.353,52.81,98,100,4.34,light rain
542,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,88,0,19.57,clear sky
543,Motygino,RU,58.1831,94.7592,61.43,89,100,1.92,light rain
544,Maceio,BR,-9.6658,-35.7353,72.84,88,100,5.75,overcast clouds
545,Mananara,MG,-16.1667,49.7667,68.32,84,27,13.09,light rain
546,Acari,PE,-15.4311,-74.6158,65.88,71,95,2.44,overcast clouds
547,Gouyave,GD,12.1646,-61.7296,79.57,89,20,11.5,few clouds
548,Tazovskiy,RU,67.4667,78.7,51.6,69,13,8.1,few clouds
549,Lorengau,PG,-2.0226,147.2712,85.1,66,88,10.76,overcast clouds
550,Ko Samui,TH,9.5357,99.9357,85.91,70,20,8.05,few clouds
551,Rolla,US,37.9514,-91.7713,75.27,84,40,5.75,scattered clouds
552,Kalanwali,IN,29.85,74.95,84.43,71,99,11.9,overcast clouds
553,Hauterive,FR,46.0901,3.4459,57.96,86,4,1.61,clear sky
554,Saint-Georges,GD,12.0564,-61.7485,80.28,89,20,11.5,few clouds
555,Bonga,ET,7.2833,36.2333,59.25,99,100,1.52,overcast clouds
556,North Bend,US,43.4065,-124.2243,66.92,88,0,12.66,clear sky
557,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,94,75,7.16,broken clouds
558,Gizo,SB,-8.103,156.8419,83.93,62,7,2.53,clear sky
559,Haines Junction,CA,60.7522,-137.5108,66.15,39,80,13.8,broken clouds
560,Aripuana,BR,-9.1667,-60.6333,74.07,61,14,1.23,few clouds
561,Aksarayskiy,RU,46.7924,48.0119,80.31,32,1,9.33,clear sky
562,Peleduy,RU,59.6289,112.7406,59.59,95,100,4.41,light rain
563,Celestun,MX,20.8667,-90.4,79.77,83,95,6.31,overcast clouds
564,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,68.0,52,0,3.31,clear sky
565,Lufilufi,WS,-13.8745,-171.5986,87.58,75,24,12.84,few clouds
566,Baruun-Urt,MN,46.6806,113.2792,71.89,38,99,4.12,overcast clouds
567,Hailar,CN,49.2,119.7,76.82,39,11,13.38,few clouds
568,Kidal,ML,18.4411,1.4078,86.38,39,58,9.64,broken clouds
569,Stettler,CA,52.3168,-112.7186,64.74,100,4,2.3,clear sky
570,Boueni,YT,-12.9025,45.0761,75.18,67,95,16.22,overcast clouds
571,Bandarbeyla,SO,9.4942,50.8122,79.25,59,66,28.7,broken clouds
572,Berck,FR,50.4,1.6,53.58,94,0,2.3,clear sky
573,Masuguru,TZ,-11.3667,38.4167,65.73,85,22,2.06,few clouds
574,Kalevala,RU,65.2,31.1667,55.54,96,100,7.56,overcast clouds
575,Jinchang,CN,38.4953,102.1739,78.21,43,83,9.98,broken clouds
576,Rio Gallegos,AR,-51.6226,-69.2181,21.25,86,40,11.5,scattered clouds
577,Siverek,TR,37.755,39.3167,74.64,55,0,4.27,clear sky
578,Karwar,IN,14.8,74.1333,76.98,87,100,18.66,overcast clouds
579,Afikpo,NG,5.8931,7.9374,71.58,99,100,2.8,moderate rain
580,Chiang Klang,TH,19.2938,100.8617,79.57,91,98,1.43,overcast clouds
581,Matadi,CD,-5.8167,13.45,67.32,91,94,3.18,overcast clouds
582,Dunedin,NZ,-45.8742,170.5036,50.81,43,11,4.0,few clouds
583,Dilla,ET,6.41,38.31,59.32,94,100,0.4,light rain
584,Narrabri,AU,-30.3167,149.7833,57.52,60,0,5.01,clear sky
585,Hastings,GB,50.8552,0.5729,59.52,99,0,5.64,clear sky
586,Bonoua,CI,5.2741,-3.595,78.42,88,99,6.06,overcast clouds
587,Skjervoy,NO,70.0311,20.9714,53.6,84,28,1.72,scattered clouds
588,Cooma,AU,-36.2333,149.1333,47.37,64,82,7.92,broken clouds
589,Sicamous,CA,50.8331,-118.9856,72.88,60,89,2.19,overcast clouds
590,Coahuayana,MX,18.7333,-103.6833,79.68,86,100,2.26,overcast clouds
591,Albion,US,42.2431,-84.753,69.75,68,0,0.0,clear sky
592,Namtsy,RU,62.7161,129.6658,61.09,74,100,5.26,overcast clouds
593,Key West,US,24.5557,-81.7826,89.6,69,0,4.61,clear sky
594,Sabang,ID,5.8933,95.3214,82.99,77,100,22.17,overcast clouds
595,Pahrump,US,36.2083,-115.9839,100.45,8,7,6.26,clear sky
596,Mokhsogollokh,RU,61.4681,128.9203,69.28,53,100,6.89,overcast clouds
597,Luwuk,ID,-0.9516,122.7875,79.05,90,97,4.7,overcast clouds
598,Cristalina,BR,-16.7686,-47.6136,57.6,62,4,4.14,clear sky
599,Tchibanga,GA,-2.85,11.0333,62.69,95,96,1.16,overcast clouds
600,Assiniboia,CA,49.6334,-105.9845,76.82,53,75,3.44,broken clouds
601,Ulaanbaatar,MN,47.9077,106.8832,64.53,52,20,4.47,few clouds
602,Mujiayingzi,CN,42.1167,118.7833,84.52,33,34,9.08,scattered clouds
603,Kristiansund,NO,63.1115,7.732,50.65,87,100,12.66,overcast clouds
604,Sechura,PE,-5.5569,-80.8222,63.43,79,85,15.39,overcast clouds
605,El Alto,PE,-4.2714,-81.2147,62.4,85,96,14.88,overcast clouds
606,Dasoguz,TM,41.8363,59.9666,73.35,40,0,6.91,clear sky
607,Thyboron,DK,56.6985,8.2124,53.19,79,30,30.53,scattered clouds
608,Verkhoyansk,RU,67.5447,133.385,63.88,51,100,4.12,overcast clouds
609,Novopokrovka,UA,49.8425,36.5477,68.5,54,100,7.9,overcast clouds
610,Chabahar,IR,25.2919,60.643,84.69,80,90,8.14,overcast clouds
611,Mandurah,AU,-32.55,115.7,61.92,63,68,18.75,light rain
612,Huarmey,PE,-10.0681,-78.1522,62.11,87,21,9.51,few clouds
613,Port Hueneme,US,34.1478,-119.1951,81.46,77,0,13.8,clear sky
614,Tonekabon,IR,36.8163,50.8738,71.55,52,0,2.19,clear sky
615,Macamic,CA,48.7502,-78.9996,53.73,72,0,3.56,clear sky
616,San Luis,AR,-33.295,-66.3356,49.95,42,6,6.42,clear sky
617,Nurota,UZ,40.5614,65.6886,79.36,23,0,11.1,clear sky
618,Soderhamn,SE,61.3037,17.0592,50.95,82,100,10.36,overcast clouds
619,Oum Hadjer,TD,13.2954,19.6966,82.0,56,44,10.09,scattered clouds
620,Khash,IR,28.2211,61.2158,81.3,11,71,7.92,broken clouds
621,Ardahan,TR,41.1087,42.7022,54.59,87,0,3.15,clear sky
622,Tanete,ID,-3.9443,119.7848,83.16,74,75,6.08,broken clouds
623,Warrnambool,AU,-38.3833,142.4833,53.82,61,4,10.36,clear sky
624,Epsom,GB,51.3305,-0.2701,60.44,87,0,2.91,clear sky
625,Ulaangom,MN,49.9811,92.0667,69.89,42,100,3.4,overcast clouds
626,Vostok,RU,46.4856,135.8833,78.03,54,79,3.67,broken clouds
627,Kurumkan,RU,54.3,110.3,60.73,75,100,3.33,light rain
628,Banikoara,BJ,11.2985,2.4386,73.74,88,29,6.46,scattered clouds
629,Yook,PH,13.2261,121.964,83.86,79,100,10.58,overcast clouds
630,Corn Island,NI,12.1694,-83.0418,81.19,83,100,17.6,overcast clouds
631,Penzance,GB,50.1186,-5.5371,59.68,82,0,8.79,clear sky
632,Aksarka,RU,66.5606,67.7975,67.77,49,49,15.12,scattered clouds
633,Tucuman,AR,-26.8241,-65.2226,73.4,35,10,5.75,clear sky
634,Kamenka,RU,51.3223,42.7678,69.67,53,78,9.93,broken clouds
635,Tessalit,ML,20.1986,1.0114,89.2,12,51,6.69,broken clouds
636,Ntungamo,UG,-0.8833,29.65,67.48,68,100,2.37,overcast clouds
637,San Patricio,US,28.017,-97.5169,86.18,74,98,12.88,overcast clouds
638,Owando,CG,-0.4819,15.8999,71.06,84,52,4.0,broken clouds
639,Khasan,RU,42.4308,130.6434,66.81,93,100,6.89,overcast clouds
640,Kharagpur,IN,22.3333,87.3333,87.51,67,54,13.06,broken clouds
641,Chirongui,YT,-12.9319,45.1483,75.13,66,97,16.28,overcast clouds
642,Rawson,AR,-43.3002,-65.1023,47.7,58,100,2.82,overcast clouds
643,Columbus,US,39.9612,-82.9988,73.74,58,40,13.8,scattered clouds
644,Almenara,BR,-16.1836,-40.6944,61.81,96,12,2.19,light rain
645,Vestmannaeyjar,IS,63.4427,-20.2734,52.07,89,100,15.75,overcast clouds
646,Road Town,VG,18.4167,-64.6167,80.69,81,100,21.39,overcast clouds
647,San Pedro De Uraba,CO,8.2752,-76.3764,75.13,95,100,4.47,overcast clouds
648,Bayan,CN,46.0833,127.4,81.88,48,6,10.47,clear sky
649,Myaundzha,RU,63.0494,147.1858,72.19,42,98,8.5,overcast clouds
650,Uch,FR,45.3192,-0.9345,63.16,64,0,7.76,clear sky
651,Shizukuishi,JP,39.6833,140.9833,74.17,63,93,0.13,overcast clouds
652,Guanare,VE,9.0418,-69.7421,75.22,100,95,1.14,overcast clouds
653,Rajkot,IN,22.3,70.7833,80.56,89,75,6.91,broken clouds
654,Santa Maria,BR,-29.6842,-53.8069,67.3,73,0,6.91,clear sky
655,Nyrob,RU,60.733,56.7202,67.75,85,47,1.59,scattered clouds
656,Shitanjing,CN,39.2342,106.3439,75.72,42,0,10.07,clear sky
657,Timiryazevskoye,RU,56.49,84.8769,77.16,68,38,4.81,scattered clouds
658,Champerico,GT,14.3,-91.9167,81.23,78,66,6.11,broken clouds
659,Nouadhibou,MR,20.931,-17.0347,67.57,92,2,12.48,clear sky
660,Abong Mbang,CM,3.9833,13.1833,65.75,99,97,3.49,light rain
661,Plyussa,RU,58.4308,29.3654,55.63,94,65,2.13,broken clouds
662,Charters Towers,AU,-20.1,146.2667,64.83,40,0,11.54,clear sky
663,Arlit,NE,18.7369,7.3853,88.02,11,2,9.13,clear sky
664,Jian,CN,27.1172,114.9793,91.72,63,12,10.45,few clouds
665,Cap Malheureux,MU,-19.9842,57.6142,66.47,75,56,7.0,broken clouds
666,Virginia Beach,US,36.8529,-75.978,74.01,91,100,13.8,overcast clouds
667,Bambanglipuro,ID,-7.95,110.2833,81.79,69,30,13.8,scattered clouds
668,Rauma,FI,61.1272,21.5113,51.84,77,61,5.82,broken clouds
669,Hami,CN,42.8,93.45,91.44,11,35,7.72,scattered clouds
670,Carbonia,IT,39.1672,8.5222,69.01,69,0,4.0,clear sky
671,Uusikaupunki,FI,60.8004,21.4084,57.06,75,69,6.17,broken clouds
672,Havelock,US,34.8791,-76.9013,84.18,91,75,14.97,thunderstorm with light rain
673,Chandler,US,33.3062,-111.8412,109.08,14,0,6.91,"sand,dust whirls"
674,Gat,IL,31.61,34.7642,74.39,100,3,3.15,clear sky
675,Geilo,NO,60.5333,8.2076,45.39,77,31,7.58,scattered clouds
676,Russell,US,32.3502,-85.1999,76.23,94,0,0.0,clear sky
677,Arti,RU,56.4234,58.5328,70.14,72,57,3.06,broken clouds
678,Changzhou,CN,31.7833,119.9667,96.39,51,17,8.77,few clouds
679,Cartagena,CO,10.3997,-75.5144,82.02,89,75,5.75,broken clouds
680,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.7,83,6,14.45,clear sky
681,Lancaster,US,40.2504,-76.2499,69.89,85,0,0.0,clear sky
682,Stornoway,GB,58.2093,-6.3865,53.56,93,100,10.36,overcast clouds
683,Rubtsovsk,RU,51.5,81.25,71.01,61,48,3.53,scattered clouds
684,Porbandar,IN,21.6422,69.6093,81.88,82,100,20.69,overcast clouds
685,Ponta Delgada,PT,37.7333,-25.6667,67.5,77,75,6.91,broken clouds
686,Qaqortoq,GL,60.7167,-46.0333,41.41,92,25,1.01,scattered clouds
687,Kalengwa,ZM,-13.4659,25.0027,47.62,83,1,3.76,clear sky
688,Sao Sebastiao,BR,-23.76,-45.4097,64.58,94,46,4.5,scattered clouds
689,Laminusa,PH,5.5549,120.9136,83.62,72,100,11.97,light rain
690,Bitung,ID,1.4451,125.1824,85.05,80,68,9.53,moderate rain
691,Port Said,EG,31.2565,32.2841,76.98,83,0,6.91,clear sky
692,Puerto Madero,MX,14.7208,-92.4215,81.48,78,96,2.35,overcast clouds
693,Viedma,AR,-40.8135,-62.9967,47.98,63,100,9.73,overcast clouds
694,Rudnogorsk,RU,57.2639,103.7519,68.05,46,9,5.39,clear sky
695,Xining,CN,36.6167,101.7667,76.8,49,61,4.68,broken clouds
696,Rabo De Peixe,PT,37.8,-25.5833,66.27,80,75,6.91,broken clouds
697,Taoudenni,ML,22.6783,-3.9836,97.16,8,71,7.16,broken clouds
698,Balabac,PH,7.9868,117.0645,82.4,81,100,13.8,overcast clouds
699,Roxas,PH,11.5853,122.7511,85.14,71,42,6.2,scattered clouds
