City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
221,Arraial Do Cabo,BR,2022-06-28 06:07:46,-22.9661,-42.0278,66.15,73,10,16.35
222,Krzeszowice,PL,2022-06-28 06:07:46,50.1425,19.6322,79.81,68,0,2.3
223,Bengkulu,ID,2022-06-28 06:07:46,-3.8004,102.2655,84.29,66,87,6.91
224,Anadyr,RU,2022-06-28 06:07:46,64.75,177.4833,54.1,76,40,15.66
225,Lasa,IT,2022-06-28 06:08:47,46.6166,10.7002,68.68,81,62,2.15
226,Grindavik,IS,2022-06-28 06:08:47,63.8424,-22.4338,48.67,93,0,4.61
227,Bilibino,RU,2022-06-28 06:08:47,68.0546,166.4372,49.93,59,100,6.6
228,Atyrau,KZ,2022-06-28 06:08:48,47.1167,51.8833,82.42,26,0,17.9
229,Korla,CN,2022-06-28 06:08:48,41.7597,86.1469,97.57,13,5,7.54
230,San Andres,CO,2022-06-28 06:08:48,12.5847,-81.7006,82.42,78,20,10.36
231,Mareeba,AU,2022-06-28 06:08:49,-17.0,145.4333,68.72,81,68,6.91
232,Lichuan,CN,2022-06-28 06:08:49,30.3,108.85,83.5,47,84,3.49
233,Osypenko,UA,2022-06-28 06:08:49,46.9136,36.8253,74.16,47,100,12.17
234,Aksu,CN,2022-06-28 06:08:49,41.1231,80.2644,93.83,16,29,4.92
235,Solnechnyy,RU,2022-06-28 06:08:50,50.7214,136.6319,78.58,55,53,6.8
236,Creel,MX,2022-06-28 06:08:50,27.75,-107.6333,55.8,84,100,6.71
237,Havelock,US,2022-06-28 06:08:50,34.8791,-76.9013,79.97,80,100,3.0
238,Barth,DE,2022-06-28 06:08:51,54.3635,12.7249,68.05,92,100,12.33
239,Taonan,CN,2022-06-28 06:08:51,45.3333,122.7833,82.36,55,100,13.04
240,Deputatskiy,RU,2022-06-28 06:08:51,69.3,139.9,35.64,100,100,3.67
241,Krasnoselkup,RU,2022-06-28 06:08:52,65.7,82.4667,64.33,71,99,14.12
242,Brenham,US,2022-06-28 06:05:38,30.1669,-96.3977,76.91,46,0,0.0
243,Majene,ID,2022-06-28 06:08:52,-3.5403,118.9707,84.04,72,56,10.69
244,Narsaq,GL,2022-06-28 06:08:52,60.9167,-46.05,46.62,71,100,1.3
245,Pinawa,CA,2022-06-28 06:08:52,50.1489,-95.8811,50.76,95,66,5.48
246,Pergamino,AR,2022-06-28 06:08:53,-33.89,-60.5736,46.18,82,100,1.01
247,Luderitz,NA,2022-06-28 06:08:53,-26.6481,15.1594,69.06,39,0,23.71
248,Colares,PT,2022-06-28 06:08:53,38.7992,-9.4469,62.8,71,0,28.99
249,Avera,US,2022-06-28 06:08:40,33.194,-82.5271,75.54,81,96,4.32
250,Haines Junction,CA,2022-06-28 06:08:54,60.7522,-137.5108,64.92,59,96,1.3
251,Mount Gambier,AU,2022-06-28 06:08:54,-37.8333,140.7667,53.47,56,100,8.72
252,Bonnyville,CA,2022-06-28 06:05:27,54.2668,-110.735,45.39,82,58,4.65
253,Opuwo,NA,2022-06-28 06:08:54,-18.0607,13.84,51.04,56,2,10.0
254,Iracoubo,GF,2022-06-28 06:08:54,5.4802,-53.2011,74.57,93,100,9.57
255,Zhigansk,RU,2022-06-28 06:07:52,66.7697,123.3711,55.8,36,78,17.43
256,Campos Sales,BR,2022-06-28 06:07:05,-7.0744,-40.3761,65.93,80,0,13.53
257,Halifax,CA,2022-06-28 06:05:33,44.6453,-63.5724,64.35,98,100,11.99
258,Koygorodok,RU,2022-06-28 06:08:55,60.445,50.9968,45.39,64,74,11.61
259,Najran,SA,2022-06-28 06:08:55,17.4924,44.1277,90.41,16,54,8.03
260,Halmstad,SE,2022-06-28 06:08:56,56.6745,12.8568,62.02,93,40,9.22
261,Diffa,NE,2022-06-28 06:08:56,13.3154,12.6113,82.89,45,81,11.43
262,Dingle,PH,2022-06-28 06:08:56,10.9995,122.6711,82.24,81,95,13.58
263,Nerchinskiy Zavod,RU,2022-06-28 06:08:57,51.3088,119.61,84.99,35,15,7.23
264,Vestmannaeyjar,IS,2022-06-28 06:08:57,63.4427,-20.2734,50.59,87,100,10.89
265,Yerofey Pavlovich,RU,2022-06-28 06:08:57,53.9667,121.9667,82.74,40,90,1.88
266,Sorland,NO,2022-06-28 06:08:58,67.667,12.6934,60.66,77,0,24.61
267,Micomeseng,GQ,2022-06-28 06:09:58,2.1462,10.6164,67.01,93,100,0.96
268,Karsiyang,IN,2022-06-28 06:09:58,26.8825,88.2773,63.14,98,98,3.33
269,Kalmunai,LK,2022-06-28 06:09:59,7.4167,81.8167,90.55,50,98,1.79
270,Xining,CN,2022-06-28 06:09:59,36.6167,101.7667,75.79,30,1,2.17
271,Half Moon Bay,US,2022-06-28 06:09:59,37.4636,-122.4286,66.81,84,100,18.41
272,Kathmandu,NP,2022-06-28 06:06:20,27.7167,85.3167,79.02,78,75,3.44
273,Kemijarvi,FI,2022-06-28 06:10:00,66.7131,27.4306,63.64,43,18,10.42
274,Hikone,JP,2022-06-28 06:10:00,35.25,136.25,91.87,54,64,10.4
275,College,US,2022-06-28 06:10:00,64.8569,-147.8028,73.0,51,40,4.61
276,Luanda,AO,2022-06-28 06:09:49,-8.8368,13.2343,71.6,83,75,5.75
277,Bonfim,BR,2022-06-28 06:10:02,3.0833,-59.95,70.97,97,99,2.13
278,Navalmoral De La Mata,ES,2022-06-28 06:10:03,39.8916,-5.5406,67.96,39,0,2.75
279,Kushikino,JP,2022-06-28 06:10:04,31.7167,130.2667,90.09,70,70,11.74
280,Dingzhou,CN,2022-06-28 06:10:04,38.5131,114.9956,88.59,48,44,6.55
281,Limbang,MY,2022-06-28 06:10:05,4.75,115.0,89.71,52,93,6.29
282,Borzna,UA,2022-06-28 06:10:05,51.2546,32.4269,77.65,73,3,7.74
283,Port Macquarie,AU,2022-06-28 06:10:06,-31.4333,152.9167,58.89,67,81,12.1
284,Tandil,AR,2022-06-28 06:10:06,-37.3217,-59.1332,44.69,65,69,7.29
285,Fernandopolis,BR,2022-06-28 06:10:07,-20.2839,-50.2464,60.85,57,58,6.44
286,Makasar,ID,2022-06-28 06:10:07,-5.14,119.4221,87.85,62,20,9.22
287,Tyler,US,2022-06-28 06:07:45,32.3513,-95.3011,80.29,63,0,6.91
288,Leningradskiy,RU,2022-06-28 06:10:08,69.3833,178.4167,44.13,71,50,14.41
289,San Francisco,US,2022-06-28 06:07:46,37.7749,-122.4194,70.68,87,20,18.41
290,Jinchang,CN,2022-06-28 06:10:08,38.4953,102.1739,87.28,16,20,16.31
291,Amapa,BR,2022-06-28 06:10:09,1.0,-52.0,69.67,99,52,0.69
292,Viedma,AR,2022-06-28 06:10:09,-40.8135,-62.9967,46.27,54,91,5.08
293,Timra,SE,2022-06-28 06:10:10,62.487,17.3257,69.67,83,70,4.61
294,Waddan,LY,2022-06-28 06:10:10,29.1614,16.139,85.17,22,0,9.48
